weight,age,height,size
49,34.0,160.02,S
63,28.0,180.34,L
67,39.0,167.64,XXXL
56,23.0,162.56,S
61,33.0,160.02,L
52,19.0,167.64,S
55,30.0,167.64,S
54,32.0,165.1,S
56,35.0,160.02,S
62,40.0,154.94,L
56,34.0,165.1,S
63,49.0,162.56,L
62,48.0,172.72,XXXL
56,19.0,175.26,S
65,62.0,165.1,XXXL
58,27.0,165.1,L
73,38.0,175.26,XXXL
54,40.0,170.18,S
52,29.0,157.48,S
50,29.0,162.56,S
72,26.0,177.8,XXXL
74,38.0,175.26,XXXL
74,28.0,177.8,XXXL
58,28.0,170.18,S
86,43.0,165.1,XXXL
47,34.0,167.64,S
58,48.0,172.72,L
58,29.0,172.72,S
72,32.0,167.64,XXXL
86,42.0,157.48,XXXL
54,39.0,157.48,S
47,31.0,152.4,S
49,38.0,162.56,S
68,30.0,170.18,L
67,43.0,157.48,XXXL
53,32.0,152.4,S
53,28.0,162.56,S
70,36.0,152.4,XXXL
58,38.0,170.18,L
49,29.0,165.1,S
58,36.0,175.26,L
72,46.0,157.48,XXXL
77,30.0,167.64,XXXL
54,29.0,170.18,S
73,24.0,167.64,XXXL
52,38.0,165.1,S
56,39.0,170.18,S
65,39.0,167.64,L
51,54.0,167.64,S
81,28.0,167.64,XXXL
50,27.0,160.02,S
56,38.0,167.64,S
58,41.0,167.64,S
58,39.0,180.34,S
77,33.0,165.1,XXXL
63,28.0,160.02,L
49,33.0,154.94,S
79,34.0,180.34,XXXL
50,35.0,160.02,S
90,37.0,170.18,XXXL
72,32.0,165.1,L
77,29.0,170.18,XXXL
56,32.0,157.48,L
52,35.0,152.4,L
68,26.0,175.26,L
56,34.0,172.72,S
63,33.0,160.02,S
67,69.0,167.64,XXXL
61,28.0,167.64,L
52,42.0,154.94,S
74,47.0,172.72,XXXL
88,36.0,167.64,XXXL
81,29.0,175.26,XXXL
85,43.0,162.56,XXXL
56,46.0,157.48,L
65,29.0,172.72,L
58,28.0,165.1,L
61,33.0,172.72,L
53,33.0,165.1,S
65,27.0,167.64,L
61,29.0,165.1,L
77,25.0,167.64,XXXL
77,31.0,167.64,XXXL
72,32.0,172.72,XXXL
77,30.0,162.56,XXXL
54,41.0,162.56,S
54,26.0,154.94,S
61,32.0,162.56,XXXL
58,28.0,170.18,S
68,32.0,162.56,XXXL
58,27.0,162.56,L
90,38.0,180.34,XXXL
63,27.0,180.34,L
63,20.0,180.34,L
86,42.0,157.48,XXXL
52,33.0,165.1,S
61,29.0,160.02,L
45,37.0,154.94,S
68,27.0,182.88,L
60,39.0,167.64,L
60,29.0,172.72,S
68,40.0,160.02,XXXL
63,25.0,162.56,L
54,33.0,160.02,S
63,55.0,167.64,XXXL
77,35.0,160.02,XXXL
48,31.0,154.94,S
47,27.0,167.64,S
58,30.0,160.02,S
49,46.0,162.56,S
63,36.0,177.8,L
56,32.0,167.64,S
61,45.0,175.26,L
74,56.0,172.72,XXXL
52,27.0,162.56,S
65,35.0,165.1,L
68,35.0,157.48,XXXL
72,36.0,170.18,XXXL
58,40.0,165.1,L
55,26.0,167.64,S
74,39.0,167.64,XXXL
58,26.0,162.56,S
49,34.0,154.94,S
61,45.0,167.64,XXXL
54,48.0,160.02,S
57,46.0,170.18,L
60,38.0,172.72,L
48,35.0,152.4,S
68,35.0,167.64,XXXL
62,34.0,160.02,L
68,45.0,157.48,XXXL
62,30.0,172.72,L
65,30.0,175.26,L
63,49.0,175.26,L
86,31.0,165.1,XXXL
56,32.0,160.02,S
57,37.0,170.18,S
58,30.0,172.72,S
74,40.0,172.72,XXXL
61,26.0,162.56,L
56,31.0,170.18,L
58,41.0,160.02,L
70,34.0,175.26,L
79,28.0,162.56,XXXL
72,47.0,170.18,XXXL
54,46.0,160.02,S
72,32.0,170.18,XXXL
58,27.0,162.56,S
80,39.0,170.18,XXXL
77,27.0,170.18,XXXL
68,28.0,157.48,L
72,32.0,170.18,XXXL
61,34.0,157.48,XXXL
58,33.0,162.56,L
70,48.0,170.18,XXXL
58,52.0,157.48,L
79,30.0,170.18,XXXL
58,26.0,172.72,S
74,31.0,170.18,XXXL
58,33.0,167.64,L
68,43.0,154.94,XXXL
52,39.0,157.48,S
63,40.0,172.72,L
56,57.0,175.26,S
63,26.0,162.56,L
54,29.0,162.56,S
68,31.0,157.48,S
99,50.0,162.56,XXXL
65,33.0,175.26,L
53,27.0,165.1,S
63,22.0,170.18,L
52,28.0,160.02,S
74,29.0,172.72,XXXL
63,30.0,175.26,L
83,58.0,167.64,XXXL
53,39.0,165.1,S
51,34.0,157.48,S
53,31.0,165.1,S
52,36.0,162.56,L
77,39.0,165.1,XXXL
62,30.0,152.4,L
49,19.0,172.72,S
82,35.0,167.64,XXXL
74,42.0,157.48,XXXL
60,23.0,160.02,L
52,32.0,157.48,S
72,21.0,170.18,XXXL
59,37.0,170.18,L
61,39.0,172.72,XXXL
60,60.0,165.1,L
52,32.0,152.4,S
68,26.0,177.8,L
52,27.0,162.56,S
58,48.0,177.8,L
54,27.0,167.64,S
83,38.0,175.26,XXXL
58,27.0,152.4,S
56,55.0,160.02,S
81,38.0,165.1,XXXL
49,24.0,160.02,S
61,36.0,162.56,L
68,28.0,182.88,L
49,31.0,162.56,S
56,30.0,160.02,S
70,26.0,170.18,L
77,37.0,177.8,XXXL
58,36.0,167.64,S
68,43.0,167.64,L
61,36.0,167.64,S
68,24.0,157.48,XXXL
63,29.0,175.26,L
68,34.0,167.64,XXXL
59,43.0,165.1,L
70,48.0,162.56,XXXL
81,38.0,165.1,XXXL
65,28.0,167.64,L
49,25.0,162.56,S
54,52.0,160.02,S
47,35.0,152.4,S
77,45.0,170.18,XXXL
52,51.0,165.1,S
65,36.0,165.1,L
90,43.0,180.34,XXXL
65,31.0,162.56,XXXL
68,36.0,180.34,L
65,32.0,160.02,L
44,26.0,160.02,S
63,30.0,172.72,S
54,28.0,167.64,S
70,47.0,167.64,L
54,30.0,157.48,L
50,29.0,154.94,S
56,41.0,157.48,L
70,39.0,165.1,XXXL
63,26.0,167.64,L
64,36.0,172.72,L
70,38.0,170.18,XXXL
61,35.0,160.02,L
72,26.0,170.18,XXXL
81,31.0,170.18,XXXL
61,37.0,172.72,L
61,33.0,175.26,L
52,32.0,157.48,S
99,45.0,177.8,XXXL
77,34.0,170.18,XXXL
108,31.0,182.88,XXXL
61,40.0,162.56,L
68,42.0,162.56,XXXL
68,31.0,180.34,L
74,31.0,175.26,XXXL
63,31.0,172.72,L
88,36.0,175.26,XXXL
74,39.0,162.56,XXXL
68,62.0,170.18,XXXL
63,33.0,170.18,L
61,41.0,162.56,S
65,43.0,167.64,XXXL
61,32.0,167.64,L
56,27.0,160.02,S
90,40.0,182.88,XXXL
81,55.0,172.72,XXXL
54,31.0,165.1,S
52,43.0,152.4,L
56,32.0,170.18,S
55,33.0,167.64,S
83,38.0,172.72,XXXL
79,34.0,162.56,XXXL
46,22.0,157.48,S
58,29.0,162.56,L
65,39.0,157.48,XXXL
71,21.0,170.18,L
63,36.0,175.26,L
56,30.0,157.48,L
54,27.0,160.02,S
72,33.0,160.02,XXXL
60,34.0,162.56,S
79,29.0,170.18,XXXL
62,34.0,162.56,L
65,25.0,172.72,L
65,33.0,157.48,L
69,26.0,172.72,L
61,42.0,162.56,L
56,31.0,160.02,S
65,38.0,170.18,L
63,34.0,165.1,S
63,33.0,170.18,L
56,31.0,175.26,S
63,53.0,167.64,XXXL
68,29.0,172.72,L
56,36.0,175.26,S
58,30.0,167.64,L
69,40.0,170.18,L
63,27.0,167.64,L
45,28.0,170.18,S
79,32.0,165.1,XXXL
56,26.0,167.64,S
69,34.0,175.26,L
45,34.0,152.4,S
54,31.0,172.72,S
55,29.0,165.1,S
74,42.0,160.02,L
63,26.0,165.1,L
54,34.0,157.48,L
72,30.0,172.72,XXXL
54,28.0,170.18,S
54,29.0,170.18,S
61,36.0,160.02,L
68,23.0,172.72,L
49,28.0,160.02,S
49,31.0,160.02,S
65,30.0,175.26,L
54,30.0,152.4,S
63,34.0,165.1,L
54,46.0,165.1,S
49,55.0,157.48,S
57,31.0,160.02,S
61,46.0,167.64,L
61,35.0,160.02,L
52,31.0,157.48,S
58,29.0,162.56,L
62,39.0,162.56,L
72,30.0,157.48,XXXL
62,28.0,167.64,L
47,40.0,162.56,S
48,46.0,152.4,S
70,33.0,167.64,XXXL
61,39.0,162.56,L
54,25.0,162.56,S
52,30.0,160.02,S
94,38.0,162.56,XXXL
61,38.0,165.1,XXXL
65,31.0,167.64,XXXL
56,35.0,160.02,L
54,31.0,160.02,S
58,27.0,157.48,L
61,37.0,162.56,L
56,33.0,160.02,L
63,34.0,165.1,L
54,63.0,152.4,L
56,31.0,172.72,S
59,33.0,172.72,L
57,25.0,175.26,L
68,37.0,175.26,XXXL
65,34.0,167.64,XXXL
58,32.0,167.64,L
56,28.0,165.1,S
50,32.0,160.02,S
63,41.0,170.18,L
54,30.0,154.94,S
79,28.0,157.48,XXXL
77,32.0,170.18,XXXL
63,36.0,167.64,L
52,31.0,162.56,S
61,33.0,175.26,S
56,28.0,160.02,S
48,36.0,152.4,S
55,25.0,165.1,L
65,33.0,160.02,L
62,36.0,162.56,L
70,26.0,175.26,L
68,29.0,167.64,L
45,28.0,157.48,S
56,37.0,165.1,XXXL
52,35.0,152.4,S
76,28.0,170.18,XXXL
65,28.0,165.1,L
63,30.0,177.8,L
69,37.0,167.64,S
61,39.0,162.56,L
63,29.0,170.18,L
90,35.0,167.64,XXXL
81,32.0,162.56,XXXL
65,37.0,172.72,L
81,24.0,167.64,XXXL
45,34.0,152.4,S
64,49.0,180.34,L
52,29.0,167.64,S
51,23.0,177.8,S
63,49.0,162.56,XXXL
65,30.0,157.48,L
58,30.0,160.02,L
63,39.0,160.02,L
90,29.0,180.34,XXXL
58,34.0,175.26,S
54,28.0,157.48,S
65,48.0,160.02,L
58,27.0,162.56,S
56,35.0,167.64,L
74,29.0,185.42,L
52,33.0,157.48,S
58,56.0,167.64,L
72,22.0,167.64,L
57,37.0,157.48,S
58,34.0,162.56,L
55,50.0,167.64,S
56,44.0,154.94,S
52,30.0,160.02,S
81,38.0,175.26,XXXL
58,30.0,170.18,S
56,25.0,165.1,S
58,30.0,157.48,L
65,38.0,167.64,L
58,27.0,160.02,S
79,28.0,165.1,XXXL
68,47.0,160.02,XXXL
61,45.0,162.56,L
53,28.0,157.48,S
83,41.0,167.64,XXXL
68,28.0,175.26,L
51,26.0,162.56,S
68,34.0,167.64,XXXL
65,30.0,170.18,L
56,21.0,167.64,S
54,34.0,157.48,S
63,29.0,167.64,L
54,29.0,157.48,S
61,33.0,170.18,L
63,28.0,180.34,L
63,44.0,167.64,L
54,20.0,162.56,S
74,27.0,177.8,XXXL
63,34.0,165.1,S
57,35.0,157.48,S
54,36.0,167.64,S
65,43.0,160.02,XXXL
61,29.0,167.64,L
61,38.0,160.02,L
79,28.0,167.64,XXXL
61,29.0,165.1,L
56,37.0,172.72,S
58,28.0,167.64,S
58,33.0,167.64,L
65,29.0,175.26,L
44,23.0,160.02,S
58,27.0,170.18,S
54,22.0,165.1,S
70,32.0,165.1,XXXL
56,27.0,170.18,S
90,28.0,170.18,XXXL
62,29.0,165.1,L
72,31.0,165.1,XXXL
54,28.0,157.48,S
51,22.0,170.18,S
63,43.0,170.18,XXXL
58,65.0,170.18,L
81,41.0,165.1,XXXL
77,29.0,157.48,XXXL
61,44.0,165.1,S
66,21.0,162.56,L
77,28.0,172.72,XXXL
58,25.0,160.02,L
52,27.0,167.64,S
56,37.0,167.64,S
61,38.0,172.72,L
68,33.0,167.64,L
58,63.0,170.18,XXXL
72,34.0,167.64,XXXL
58,23.0,162.56,S
58,34.0,157.48,S
65,47.0,175.26,XXXL
65,63.0,167.64,XXXL
58,36.0,157.48,L
58,37.0,172.72,L
63,39.0,175.26,XXXL
47,42.0,160.02,S
54,46.0,160.02,S
52,48.0,160.02,S
49,27.0,162.56,S
54,44.0,170.18,S
74,47.0,175.26,XXXL
57,32.0,172.72,S
68,25.0,162.56,XXXL
70,25.0,165.1,L
65,30.0,170.18,L
68,40.0,165.1,XXXL
56,61.0,167.64,L
68,28.0,167.64,XXXL
75,31.0,177.8,XXXL
68,44.0,175.26,L
66,52.0,170.18,L
50,46.0,157.48,S
60,38.0,160.02,L
47,23.0,154.94,S
60,38.0,165.1,S
70,34.0,170.18,XXXL
83,51.0,175.26,XXXL
56,36.0,157.48,L
86,31.0,162.56,XXXL
67,39.0,165.1,XXXL
61,27.0,172.72,S
65,36.0,170.18,L
74,34.0,177.8,XXXL
63,33.0,165.1,L
68,32.0,180.34,S
90,64.0,157.48,XXXL
68,29.0,172.72,L
52,27.0,152.4,S
70,26.0,170.18,L
65,28.0,167.64,XXXL
68,36.0,175.26,XXXL
83,23.0,160.02,XXXL
58,41.0,160.02,L
64,34.0,165.1,L
54,29.0,170.18,S
68,45.0,165.1,XXXL
61,34.0,175.26,L
78,40.0,154.94,XXXL
49,32.0,157.48,S
65,49.0,167.64,XXXL
63,35.0,167.64,L
45,42.0,157.48,S
57,46.0,170.18,L
63,27.0,162.56,L
69,26.0,165.1,XXXL
61,29.0,167.64,L
54,33.0,157.48,S
62,32.0,160.02,L
58,28.0,170.18,S
63,32.0,170.18,L
65,26.0,177.8,L
74,42.0,170.18,XXXL
68,29.0,160.02,XXXL
90,34.0,167.64,XXXL
67,23.0,165.1,L
58,49.0,162.56,XXXL
68,30.0,162.56,L
72,29.0,167.64,XXXL
49,28.0,160.02,S
51,28.0,160.02,S
65,30.0,177.8,L
45,33.0,160.02,S
51,39.0,154.94,S
58,24.0,167.64,L
52,29.0,154.94,S
72,31.0,162.56,XXXL
65,26.0,165.1,L
68,31.0,175.26,L
63,26.0,177.8,L
59,58.0,160.02,L
49,28.0,157.48,S
54,27.0,177.8,S
63,36.0,167.64,L
65,37.0,162.56,XXXL
61,45.0,167.64,L
76,42.0,152.4,XXXL
70,28.0,157.48,XXXL
68,40.0,157.48,XXXL
54,41.0,162.56,S
87,52.0,167.64,XXXL
54,26.0,149.86,S
65,28.0,165.1,L
68,30.0,170.18,XXXL
81,47.0,185.42,XXXL
102,31.0,175.26,XXXL
68,18.0,167.64,XXXL
79,31.0,172.72,XXXL
63,28.0,165.1,L
74,40.0,167.64,XXXL
77,40.0,177.8,XXXL
74,55.0,170.18,XXXL
63,43.0,154.94,XXXL
54,33.0,167.64,S
63,41.0,167.64,L
56,38.0,170.18,L
68,30.0,167.64,L
56,32.0,165.1,S
77,36.0,180.34,XXXL
55,31.0,157.48,S
56,33.0,157.48,S
72,30.0,177.8,XXXL
65,32.0,162.56,XXXL
77,28.0,165.1,XXXL
70,30.0,162.56,XXXL
56,32.0,172.72,S
54,56.0,162.56,S
74,36.0,175.26,XXXL
58,28.0,162.56,L
74,41.0,172.72,XXXL
90,30.0,177.8,XXXL
58,33.0,157.48,L
47,26.0,152.4,S
60,39.0,160.02,S
77,49.0,177.8,XXXL
56,41.0,162.56,S
58,30.0,160.02,L
60,51.0,177.8,XXXL
52,28.0,154.94,S
52,28.0,149.86,S
48,36.0,160.02,S
54,28.0,152.4,S
65,35.0,172.72,L
77,33.0,172.72,XXXL
81,39.0,180.34,XXXL
52,30.0,160.02,S
51,34.0,154.94,S
57,33.0,170.18,S
63,28.0,182.88,L
61,28.0,167.64,L
58,22.0,165.1,L
65,31.0,165.1,L
46,32.0,152.4,S
77,28.0,162.56,XXXL
69,49.0,160.02,XXXL
52,31.0,162.56,S
45,28.0,149.86,S
63,27.0,154.94,XXXL
108,26.0,180.34,XXXL
58,36.0,165.1,S
56,26.0,177.8,L
61,35.0,165.1,L
62,28.0,172.72,L
65,26.0,170.18,L
74,34.0,170.18,S
72,34.0,165.1,XXXL
81,32.0,177.8,XXXL
53,36.0,157.48,S
49,28.0,160.02,S
68,29.0,177.8,L
67,32.0,172.72,L
53,34.0,160.02,S
49,49.0,157.48,S
56,27.0,167.64,S
52,33.0,157.48,S
58,31.0,154.94,S
61,38.0,165.1,L
53,41.0,162.56,S
55,26.0,170.18,S
77,45.0,170.18,XXXL
79,40.0,160.02,XXXL
58,32.0,157.48,L
56,32.0,157.48,L
61,27.0,160.02,L
58,34.0,172.72,S
61,32.0,172.72,L
67,23.0,165.1,L
52,32.0,157.48,L
58,40.0,165.1,L
56,25.0,162.56,S
76,27.0,160.02,L
62,37.0,167.64,XXXL
65,33.0,162.56,L
43,34.0,160.02,S
76,43.0,172.72,XXXL
58,29.0,165.1,S
54,29.0,170.18,S
74,32.0,154.94,XXXL
83,31.0,170.18,XXXL
58,32.0,162.56,L
72,27.0,160.02,L
71,35.0,167.64,XXXL
72,33.0,175.26,XXXL
58,29.0,165.1,L
86,46.0,170.18,XXXL
79,29.0,172.72,XXXL
68,44.0,170.18,XXXL
65,31.0,157.48,L
83,65.0,167.64,XXXL
83,28.0,157.48,XXXL
68,33.0,167.64,XXXL
99,28.0,182.88,XXXL
56,41.0,154.94,S
93,35.0,165.1,XXXL
61,31.0,167.64,L
74,28.0,165.1,XXXL
56,35.0,154.94,L
75,54.0,172.72,XXXL
61,33.0,162.56,L
51,65.0,152.4,L
61,30.0,167.64,L
61,23.0,160.02,L
77,27.0,162.56,XXXL
68,28.0,177.8,L
80,42.0,170.18,XXXL
52,30.0,165.1,S
79,33.0,160.02,XXXL
58,39.0,175.26,S
71,40.0,160.02,XXXL
55,29.0,154.94,L
53,46.0,157.48,L
57,49.0,165.1,S
72,33.0,160.02,XXXL
68,31.0,154.94,XXXL
61,22.0,172.72,S
63,32.0,167.64,S
62,31.0,162.56,L
74,45.0,172.72,XXXL
61,32.0,165.1,L
65,25.0,175.26,L
56,24.0,165.1,S
55,38.0,170.18,S
68,27.0,160.02,XXXL
55,39.0,162.56,S
53,31.0,167.64,S
58,38.0,165.1,S
61,27.0,167.64,L
77,40.0,175.26,XXXL
74,35.0,167.64,S
54,29.0,157.48,S
68,30.0,180.34,L
58,34.0,157.48,L
67,28.0,170.18,L
62,31.0,152.4,L
54,28.0,162.56,S
65,32.0,172.72,L
52,33.0,157.48,S
68,31.0,172.72,L
61,36.0,165.1,L
49,24.0,162.56,S
56,34.0,170.18,L
72,30.0,165.1,XXXL
63,30.0,170.18,L
61,29.0,175.26,S
71,41.0,175.26,L
53,38.0,162.56,L
56,28.0,170.18,S
54,28.0,157.48,S
72,31.0,170.18,XXXL
63,25.0,162.56,L
58,34.0,175.26,S
55,26.0,170.18,S
63,25.0,167.64,L
73,42.0,162.56,XXXL
61,35.0,160.02,S
54,28.0,167.64,S
72,42.0,170.18,XXXL
68,20.0,172.72,XXXL
58,29.0,165.1,L
58,31.0,160.02,L
57,61.0,160.02,L
52,32.0,157.48,S
63,28.0,180.34,L
63,30.0,167.64,L
63,33.0,160.02,L
55,36.0,157.48,S
58,26.0,162.56,L
68,33.0,180.34,L
72,27.0,162.56,XXXL
65,35.0,165.1,XXXL
55,27.0,167.64,S
52,30.0,175.26,S
54,25.0,162.56,S
74,37.0,180.34,XXXL
65,35.0,167.64,L
68,37.0,165.1,XXXL
63,29.0,154.94,L
62,30.0,167.64,L
49,34.0,160.02,S
97,59.0,167.64,XXXL
67,36.0,162.56,XXXL
74,55.0,180.34,XXXL
74,42.0,170.18,XXXL
80,53.0,172.72,XXXL
65,29.0,162.56,L
74,28.0,170.18,XXXL
61,30.0,170.18,L
79,30.0,177.8,XXXL
59,31.0,160.02,S
54,33.0,170.18,S
61,28.0,162.56,L
61,59.0,172.72,L
83,35.0,177.8,XXXL
76,29.0,177.8,XXXL
68,33.0,172.72,L
68,31.0,167.64,XXXL
72,33.0,162.56,XXXL
77,28.0,157.48,XXXL
53,37.0,157.48,S
57,30.0,165.1,S
77,35.0,170.18,XXXL
62,27.0,165.1,L
58,63.0,170.18,XXXL
70,29.0,177.8,XXXL
52,29.0,157.48,S
54,30.0,160.02,S
78,40.0,160.02,XXXL
56,24.0,172.72,L
54,32.0,152.4,L
56,24.0,157.48,S
58,31.0,175.26,S
57,21.0,167.64,L
72,30.0,167.64,XXXL
85,38.0,167.64,XXXL
52,27.0,157.48,S
58,29.0,154.94,S
58,20.0,175.26,S
56,31.0,162.56,S
70,29.0,170.18,L
54,22.0,175.26,S
58,42.0,172.72,L
79,51.0,185.42,XXXL
58,35.0,160.02,L
65,30.0,162.56,XXXL
58,46.0,165.1,L
45,34.0,154.94,S
74,30.0,172.72,XXXL
54,33.0,165.1,S
47,31.0,157.48,S
65,46.0,157.48,L
90,40.0,167.64,XXXL
72,35.0,162.56,XXXL
65,29.0,180.34,L
58,54.0,162.56,L
61,29.0,167.64,L
76,38.0,162.56,XXXL
47,27.0,157.48,S
83,40.0,180.34,XXXL
61,40.0,170.18,L
47,27.0,152.4,S
71,43.0,157.48,XXXL
68,31.0,167.64,XXXL
65,40.0,167.64,XXXL
45,35.0,157.48,S
56,29.0,170.18,L
53,35.0,157.48,S
74,34.0,160.02,XXXL
74,24.0,160.02,XXXL
53,36.0,160.02,S
55,26.0,170.18,S
68,30.0,160.02,L
63,32.0,170.18,L
61,38.0,162.56,L
81,28.0,167.64,XXXL
65,40.0,182.88,L
61,26.0,160.02,L
56,35.0,165.1,S
74,31.0,165.1,XXXL
70,61.0,177.8,XXXL
63,46.0,172.72,L
63,39.0,160.02,L
77,25.0,162.56,XXXL
81,26.0,157.48,XXXL
54,31.0,160.02,S
53,32.0,170.18,L
58,30.0,160.02,L
49,41.0,157.48,S
84,34.0,170.18,XXXL
58,28.0,162.56,L
70,41.0,167.64,XXXL
52,44.0,160.02,S
79,27.0,170.18,XXXL
56,36.0,172.72,S
69,44.0,170.18,XXXL
77,40.0,165.1,XXXL
51,26.0,165.1,S
65,34.0,165.1,XXXL
61,35.0,162.56,L
70,34.0,162.56,XXXL
72,32.0,165.1,XXXL
54,34.0,160.02,S
56,29.0,170.18,S
73,42.0,167.64,XXXL
70,32.0,172.72,XXXL
68,30.0,162.56,L
68,28.0,172.72,L
74,26.0,167.64,XXXL
58,26.0,170.18,L
54,29.0,170.18,S
65,30.0,170.18,L
77,33.0,172.72,XXXL
68,61.0,165.1,XXXL
74,35.0,170.18,XXXL
54,31.0,162.56,S
65,24.0,170.18,L
79,51.0,162.56,XXXL
77,29.0,177.8,XXXL
93,31.0,170.18,XXXL
63,26.0,175.26,L
58,29.0,172.72,L
63,28.0,165.1,L
54,24.0,167.64,S
56,35.0,157.48,S
45,29.0,154.94,S
58,33.0,167.64,S
86,49.0,172.72,XXXL
61,41.0,162.56,L
50,35.0,152.4,S
68,32.0,172.72,L
65,37.0,157.48,XXXL
72,36.0,172.72,XXXL
53,43.0,160.02,L
58,29.0,165.1,L
90,31.0,167.64,XXXL
82,31.0,170.18,XXXL
51,25.0,154.94,S
58,61.0,160.02,S
53,26.0,157.48,S
72,26.0,170.18,XXXL
99,31.0,177.8,XXXL
63,33.0,175.26,S
65,28.0,162.56,L
58,35.0,160.02,S
68,58.0,149.86,XXXL
55,26.0,170.18,S
63,21.0,162.56,L
72,32.0,160.02,XXXL
79,33.0,180.34,XXXL
52,37.0,167.64,S
58,17.0,170.18,S
46,32.0,157.48,S
81,27.0,172.72,XXXL
54,38.0,157.48,L
52,43.0,160.02,S
86,35.0,172.72,XXXL
56,31.0,170.18,S
70,33.0,157.48,XXXL
84,25.0,172.72,XXXL
57,30.0,160.02,L
68,34.0,160.02,XXXL
72,32.0,165.1,XXXL
63,28.0,162.56,L
68,44.0,160.02,XXXL
54,32.0,157.48,S
43,29.0,154.94,S
52,26.0,162.56,S
72,39.0,180.34,L
63,37.0,160.02,L
61,38.0,170.18,L
90,26.0,175.26,XXXL
58,34.0,175.26,S
72,24.0,175.26,L
50,25.0,165.1,S
53,32.0,172.72,S
54,43.0,162.56,S
58,42.0,172.72,L
81,32.0,160.02,XXXL
56,39.0,170.18,S
69,52.0,177.8,XXXL
61,43.0,170.18,L
81,36.0,180.34,XXXL
63,33.0,165.1,L
68,51.0,170.18,XXXL
47,27.0,167.64,S
72,28.0,167.64,L
63,39.0,160.02,XXXL
79,33.0,167.64,XXXL
65,21.0,172.72,L
51,29.0,160.02,S
63,31.0,177.8,S
58,35.0,165.1,S
70,39.0,172.72,XXXL
63,28.0,170.18,L
61,36.0,165.1,XXXL
61,45.0,167.64,XXXL
65,28.0,167.64,L
79,39.0,177.8,XXXL
58,22.0,172.72,S
56,38.0,170.18,S
51,34.0,157.48,S
65,31.0,177.8,XXXL
58,50.0,167.64,S
70,33.0,162.56,XXXL
56,34.0,162.56,S
54,36.0,162.56,S
49,24.0,160.02,S
68,34.0,167.64,XXXL
61,20.0,175.26,L
70,38.0,172.72,XXXL
83,29.0,172.72,XXXL
62,29.0,175.26,L
68,66.0,160.02,XXXL
61,33.0,157.48,L
58,32.0,160.02,S
54,39.0,157.48,S
52,32.0,160.02,S
81,37.0,167.64,XXXL
77,34.0,165.1,XXXL
63,47.0,167.64,XXXL
68,27.0,175.26,L
72,32.0,172.72,L
95,24.0,175.26,XXXL
72,32.0,172.72,XXXL
54,28.0,165.1,S
59,40.0,162.56,L
58,43.0,172.72,L
73,31.0,167.64,XXXL
58,33.0,165.1,S
67,35.0,162.56,L
79,36.0,167.64,XXXL
52,32.0,160.02,S
49,39.0,160.02,S
68,31.0,162.56,L
48,38.0,157.48,S
56,32.0,175.26,S
53,34.0,172.72,S
68,35.0,162.56,XXXL
49,57.0,165.1,S
61,40.0,162.56,L
52,37.0,157.48,S
70,41.0,165.1,XXXL
79,55.0,177.8,XXXL
74,28.0,177.8,S
72,35.0,162.56,XXXL
70,32.0,167.64,XXXL
61,30.0,182.88,S
64,28.0,172.72,XXXL
90,39.0,167.64,XXXL
107,37.0,175.26,XXXL
47,36.0,160.02,L
58,18.0,160.02,L
66,57.0,172.72,XXXL
58,31.0,170.18,L
97,38.0,167.64,XXXL
54,28.0,167.64,S
72,38.0,170.18,XXXL
91,27.0,180.34,XXXL
62,32.0,180.34,S
54,30.0,160.02,S
61,32.0,180.34,L
65,36.0,157.48,XXXL
81,40.0,162.56,XXXL
65,33.0,175.26,L
56,26.0,162.56,S
45,41.0,160.02,S
86,30.0,172.72,XXXL
54,34.0,162.56,S
68,59.0,147.32,XXXL
65,33.0,167.64,L
54,33.0,160.02,S
72,44.0,175.26,XXXL
58,40.0,172.72,S
72,38.0,157.48,XXXL
54,41.0,165.1,S
56,27.0,157.48,L
65,27.0,170.18,L
58,25.0,167.64,S
58,28.0,165.1,S
62,32.0,167.64,L
68,35.0,167.64,XXXL
59,40.0,172.72,S
63,31.0,170.18,XXXL
61,27.0,172.72,S
83,31.0,165.1,XXXL
86,42.0,182.88,XXXL
58,26.0,157.48,L
68,20.0,170.18,L
69,33.0,177.8,L
50,40.0,160.02,S
53,37.0,157.48,S
86,33.0,172.72,XXXL
61,31.0,165.1,L
56,28.0,157.48,S
70,27.0,170.18,XXXL
73,31.0,152.4,XXXL
65,64.0,170.18,XXXL
52,28.0,165.1,S
81,35.0,152.4,XXXL
66,55.0,170.18,XXXL
63,35.0,167.64,L
58,39.0,167.64,L
79,37.0,165.1,XXXL
54,26.0,165.1,S
65,35.0,167.64,L
79,28.0,160.02,XXXL
58,33.0,160.02,L
65,46.0,160.02,XXXL
52,30.0,160.02,S
72,27.0,160.02,XXXL
68,37.0,175.26,L
61,29.0,165.1,S
58,21.0,160.02,S
63,35.0,160.02,L
63,39.0,175.26,L
70,28.0,172.72,L
58,42.0,160.02,L
79,37.0,167.64,XXXL
63,30.0,177.8,S
68,29.0,162.56,XXXL
63,42.0,170.18,L
56,39.0,160.02,S
63,33.0,154.94,XXXL
62,31.0,170.18,L
56,50.0,170.18,S
61,25.0,167.64,L
52,20.0,162.56,S
52,23.0,157.48,S
61,35.0,157.48,S
52,18.0,160.02,S
